====	O	====	====
Llerena	B-LOC	llɛzɛna	Llerena
,	I-LOC	,	,
Badajoz	I-LOC	bazajɔz	Badajoz
====	O	====	====

*Huyện	O	*hwiən	*Huyện
Thạch	B-ORG	tʰɛc	Thạch
Đài	I-ORG	daj	Đài
(	O	(	(
石台县	O	石台县	石台县
)	O	)	)

Bác	B-ORG	bak	Bác
sĩ	I-ORG	si	sĩ
không	I-ORG	xoŋ	không
biên	I-ORG	biən	biên
giới	I-ORG	zɤj	giới

đổi	O	doj	đổi
Giáo	B-PER	zaw	Giáo
hoàng	I-PER	hwaŋ	hoàng
Gioan	I-PER	zwan	Gioan
X	I-PER	s	X

Thời	O	tʰɤj	Thời
Thái	B-PER	tʰaj	Thái
Tổ	I-PER	to	Tổ
Cao	I-PER	kaw	Cao
hoàng	I-PER	hwaŋ	hoàng
đế	I-PER	de	đế
,	O	,	,
hệ	O	he	hệ
thống	O	tʰoŋ	thống
quan	O	kwan	quan
chế	O	ce	chế
chưa	O	cɯə	chưa
hoàn	O	hwan	hoàn
thiện	O	tʰiən	thiện
.	O	.	.

'	O	'	'
''	O	''	''
Nicole	B-PER	nicɔlɛ	Nicole
Kidman	I-PER	kizman	Kidman
''	O	''	''
'	O	'	'

Jean	B-PER	jɛan	Jean
de	I-PER	zɛ	de
Lattre	I-PER	latcɛ	Lattre
de	I-PER	zɛ	de
Tassigny	I-PER	tassiɣni	Tassigny

'	O	'	'
''	O	''	''
Helen	B-PER	hɛlɛn	Helen
Mirren	I-PER	mizzɛn	Mirren
''	O	''	''
'	O	'	'

Borussia	B-ORG	bɔzussiə	Borussia
Mönchengladbach	I-ORG	mɔ̈ncɛŋlazbɛc	Mönchengladbach
thắng	O	tʰăŋ	thắng
với	O	vɤj	với
tổng	O	toŋ	tổng
tỷ	O	ti	tỷ
số	O	so	số
'	O	'	'
''	O	''	''
2	O	2	2
''	O	''	''
'–	O	'–	'–
''	O	''	''
'1	O	'1	'1
''	O	''	''
'	O	'	'

Hai	O	haj	Hai
ngôi	O	ŋoj	ngôi
đền	O	den	đền
kia	O	kiə	kia
là	O	la	là
Phnom	B-ORG	fnɔm	Phnom
Bakheng	I-ORG	baxɛŋ	Bakheng
và	O	va	và
Phnom	B-ORG	fnɔm	Phnom
Bok	I-ORG	bɔk	Bok
.	O	.	.

đổi	O	doj	đổi
RAW	B-PER	zaw	RAW
(	I-PER	(	(
định	I-PER	diɲ	định
dạng	I-PER	zaŋ	dạng
ảnh	I-PER	ɛɲ	ảnh
)	I-PER	)	)

đổi	O	doj	đổi
Lý	B-PER	li	Lý
Thần	I-PER	tʰɤ̆n	Thần
phi	I-PER	fi	phi
(	I-PER	(	(
Tống	I-PER	toŋ	Tống
Chân	I-PER	cɤ̆n	Chân
Tông	I-PER	toŋ	Tông
)	I-PER	)	)

Trung	B-ORG	cuŋ	Trung
tâm	I-ORG	tɤ̆m	tâm
Hợp	I-ORG	hɤp	Hợp
tác	I-ORG	tak	tác

'	O	'	'
''	O	''	''
Amasya	B-LOC	ʔamasia	Amasya
''	O	''	''
'	O	'	'

đổi	O	doj	đổi
Southampton	B-ORG	sɔutʰamptɔn	Southampton
F.C	I-ORG	f.k	F.C
.	I-ORG	.	.

đổi	O	doj	đổi
Olympiakos	B-ORG	ɔlimpiəkɔs	Olympiakos
F.C	I-ORG	f.k	F.C
.	I-ORG	.	.

'	O	'	'
''	O	''	''
Cee	B-PER	kɛɛ	Cee
Lo	I-PER	lɔ	Lo
Green	I-PER	ɣzɛɛn	Green
''	O	''	''
'	O	'	'

Cả	O	ka	Cả
hai	O	haj	hai
con	O	kɔn	con
của	O	kwa	của
ông	O	oŋ	ông
đều	O	dɛu	đều
tốt	O	tot	tốt
nghiệp	O	ŋiəp	nghiệp
Học	B-ORG	hɔk	Học
viện	I-ORG	viən	viện
Âm	I-ORG	ɤ̆m	Âm
nhạc	I-ORG	ɲak	nhạc
Quốc	I-ORG	kwok	Quốc
gia	I-ORG	za	gia
Việt	I-ORG	viət	Việt
Nam	I-ORG	nam	Nam
.	O	.	.

Ông	O	ʔoŋ	Ông
tốt	O	tot	tốt
nghiệp	O	ŋiəp	nghiệp
Đại	B-ORG	daj	Đại
học	I-ORG	hɔk	học
Đà	I-ORG	da	Đà
Lạt	I-ORG	lat	Lạt
.	O	.	.

Stade	B-ORG	stazɛ	Stade
de	I-ORG	zɛ	de
France	I-ORG	fzankɛ	France
,	O	,	,
Saint-Denis	B-ORG	saint-zɛnis	Saint-Denis

đổi	O	doj	đổi
Xã	B-LOC	sa	Xã
Hanover	I-LOC	hanɔvɛz	Hanover
,	I-LOC	,	,
Quận	I-LOC	kwɤ̆n	Quận
Butler	I-LOC	butlɛz	Butler
,	I-LOC	,	,
Ohio	I-LOC	ɔhiɔ	Ohio

đổi	O	doj	đổi
Câu	B-ORG	kɤ̆w	Câu
lạc	I-ORG	lak	lạc
bộ	I-ORG	bo	bộ
bóng	I-ORG	bɔŋ	bóng
đá	I-ORG	da	đá
Tokyo	I-ORG	tɔkiɔ	Tokyo

**	O	**	**
''	O	''	''
Saltator	B-LOC	saltatɔz	Saltator
grossus	I-LOC	ɣzɔssus	grossus
''	O	''	''

ĐỔI	O	doj	ĐỔI
Trà	B-LOC	ca	Trà
Vinh	I-LOC	viɲ	Vinh
(	I-LOC	(	(
thành	I-LOC	tʰɛɲ	thành
phố	I-LOC	fo	phố
)	I-LOC	)	)

đổi	O	doj	đổi
Yun	B-PER	iun	Yun
In	I-PER	in	In
Wan	I-PER	wan	Wan

Lê	B-PER	le	Lê
Thánh	I-PER	tʰɛɲ	Thánh
Tông	I-PER	toŋ	Tông
(	O	(	(
黎聖宗	O	黎聖宗	黎聖宗
)	O	)	)

A	B-ORG	ʔa	A
Year	I-ORG	iɛaz	Year
Without	I-ORG	witʰɔut	Without
Rain	I-ORG	zain	Rain
''	O	''	''
(	O	(	(
2010	O	2010	2010
)	O	)	)

'	O	'	'
''	O	''	''
Braunau	B-LOC	bzăwnăw	Braunau
am	I-LOC	am	am
Inn	I-LOC	inn	Inn
''	O	''	''
'	O	'	'

Warren	B-PER	wazzɛn	Warren
G.	I-PER	ɣ.	G.
Harding	I-PER	hazziŋ	Harding
,	O	,	,
Calvin	B-PER	kalvin	Calvin
Coolidge	I-PER	kɔlizɣɛ	Coolidge
,	O	,	,
Herbert	B-PER	hɛzbɛzt	Herbert
Hoover	I-PER	hɔvɛz	Hoover

đổi	O	doj	đổi
Álvaro	B-ORG	alvazɔ	Álvaro
Obregón	I-ORG	ɔbzɛɣɔn	Obregón
,	I-ORG	,	,
Distrito	I-ORG	ziscitɔ	Distrito
Federal	I-ORG	fɛzɛzal	Federal

''	O	''	''
Theretra	B-LOC	tʰɛzɛca	Theretra
viridis	I-LOC	vizizis	viridis
''	O	''	''

Ettenhausen	B-LOC	ʔɛttɛɲăwsɛn	Ettenhausen
an	I-LOC	an	an
der	I-LOC	zɛz	der
Suhl	I-LOC	suhl	Suhl

Giuse	B-PER	zusɛ	Giuse
Maria	I-PER	maziə	Maria
Trịnh	I-PER	ciɲ	Trịnh
Như	I-PER	ɲɯ	Như
Khuê	I-PER	xwe	Khuê

;	O	;	;
Cộng	B-LOC	koŋ	Cộng
hòa	I-LOC	hwa	hòa
Tây	I-LOC	tɤ̆j	Tây
Ban	I-LOC	ban	Ban
Nha	I-LOC	ɲa	Nha

''	O	''	''
Ilex	B-LOC	ʔilɛs	Ilex
machilifolia	I-LOC	mɛcilifɔliə	machilifolia
''	O	''	''
H.W	O	h.w	H.W
.	O	.	.

đổi	O	doj	đổi
Hươu	B-LOC	hɯəw	Hươu
sừng	I-LOC	sɯŋ	sừng
ngắn	I-LOC	ŋăn	ngắn
lông	I-LOC	loŋ	lông
xám	I-LOC	sam	xám

'	O	'	'
''	O	''	''
Quân	B-ORG	kwɤ̆n	Quân
lực	I-ORG	lɯk	lực
Việt	I-ORG	viət	Việt
Nam	I-ORG	nam	Nam
Cộng	I-ORG	koŋ	Cộng
hòa	I-ORG	hwa	hòa
''	O	''	''
'	O	'	'

(	O	(	(
''Xem	O	''sɛm	''Xem
Chiến	B-ORG	ciən	Chiến
tranh	I-ORG	cɛɲ	tranh
Xô	I-ORG	so	Xô
viết	I-ORG	viət	viết
tại	I-ORG	taj	tại
Afghanistan	I-ORG	afɣanistan	Afghanistan
''	O	''	''
)	O	)	)

Xã	B-LOC	sa	Xã
của	I-LOC	kwa	của
tỉnh	I-LOC	tiɲ	tỉnh
Calvados	I-LOC	kalvazɔs	Calvados

Franck	B-PER	fzankk	Franck
Ribéry	I-PER	zibɛzi	Ribéry
(	O	(	(
Bayern	B-ORG	băjɛzn	Bayern
Munich	I-ORG	munic	Munich
)	O	)	)

đổi	O	doj	đổi
Metropolitan	B-ORG	mɛcɔpɔlitan	Metropolitan
Museum	I-ORG	musɛum	Museum
of	I-ORG	ɔf	of
Art	I-ORG	azt	Art

Đấu	B-ORG	dɤ̆w	Đấu
trường	I-ORG	cɯəŋ	trường
La	I-ORG	la	La
Mã	I-ORG	ma	Mã

Trận	B-ORG	cɤ̆n	Trận
Biên	I-ORG	biən	Biên
Hòa	I-ORG	hwa	Hòa
(	I-ORG	(	(
1861-1862	I-ORG	1861-1862	1861-1862
)	I-ORG	)	)

Vua	O	vwa	Vua
Gustaf	B-PER	ɣustaf	Gustaf
V	I-PER	v	V
của	I-PER	kwa	của
Thụy	I-PER	tʰwi	Thụy
Điển	I-PER	diən	Điển
(	O	(	(
1858-1950	O	1858-1950	1858-1950
)	O	)	)

Channel	B-ORG	cannɛl	Channel
Orange	I-ORG	ɔzaŋɛ	Orange
''	O	''	''
(	O	(	(
as	O	as	as
producer	O	pzɔzukɛz	producer
)	O	)	)

==	O	==	==
Bảng	O	baŋ	Bảng
xếp	O	sep	xếp
hạng	O	haŋ	hạng
và	O	va	và
doanh	O	zwɛɲ	doanh
thu	O	tʰu	thu
trên	O	cen	trên
Oricon	B-ORG	ɔzicɔn	Oricon
==	O	==	==

Liên	B-ORG	liən	Liên
minh	I-ORG	miɲ	minh
châu	I-ORG	cɤ̆w	châu
Âu	I-ORG	ɤ̆w	Âu

Huệ	B-PER	hwe	Huệ
Cung	I-PER	kuŋ	Cung
Vương	I-PER	vɯəŋ	Vương

đổi	O	doj	đổi
Lý	B-PER	li	Lý
Mậu	I-PER	mɤ̆w	Mậu
Trinh	I-PER	ciɲ	Trinh

''	O	''	''
Radiohead	B-ORG	zaziɔhɛaz	Radiohead
''	O	''	''
'	O	'	'

Herochroma	B-LOC	hɛzɔczɔma	Herochroma
perspicillata	I-LOC	pɛzspicillata	perspicillata
''	O	''	''
–	O	–	–
H.X	O	h.s	H.X
.	O	.	.

Alexandros	B-PER	ʔalɛsanzzɔs	Alexandros
Đại	I-PER	daj	Đại
đế	I-PER	de	đế

2012	B-ORG	2012	2012
-	O	-	-
''Bỏ	O	''bɔ	''Bỏ
cuộc	O	kuək	cuộc
''	O	''	''

Villamar	B-LOC	villamaz	Villamar
(	O	(	(
đã	O	da	đã
bị	O	bi	bị
tháo	O	tʰaw	tháo
dỡ	O	zɤ	dỡ
)	O	)	)

''	O	''	''
Bossiaea	B-LOC	bɔssiəɛa	Bossiaea
cordigera	I-LOC	kɔzziɣɛza	cordigera
''	O	''	''
Hook.f	O	hɔk.f	Hook.f
.	O	.	.

đổi	O	doj	đổi
Linh	B-LOC	liɲ	Linh
dương	I-LOC	zɯəŋ	dương
xám	I-LOC	sam	xám
sừng	I-LOC	sɯŋ	sừng
ngắn	I-LOC	ŋăn	ngắn

đổi	O	doj	đổi
Celtic	B-ORG	kɛltic	Celtic
F.C	I-ORG	f.k	F.C
.	I-ORG	.	.

Nếu	B-ORG	nɛu	Nếu
còn	I-ORG	kɔn	còn
có	I-ORG	kɔ	có
ngày	I-ORG	ŋăj	ngày
mai	I-ORG	maj	mai
''	O	''	''

Nữ	O	nɯ	Nữ
diễn	O	ziən	diễn
viên	O	viən	viên
chính	O	ciɲ	chính
xuất	O	swɤ̆t	xuất
sắc	O	săk	sắc
nhất	O	ɲɤ̆t	nhất
(	O	(	(
Trương	B-PER	cɯəŋ	Trương
Mạn	I-PER	man	Mạn
Ngọc	I-PER	ŋɔk	Ngọc
)	O	)	)

ĐỔI	O	doj	ĐỔI
Kim	B-PER	kim	Kim
Chương	I-PER	cɯəŋ	Chương
Tông	I-PER	toŋ	Tông

đổi	O	doj	đổi
Sẻ	B-LOC	sɛ	Sẻ
họng	I-LOC	hɔŋ	họng
đỏ	I-LOC	dɔ	đỏ

``	O	``	``
Jimmy	B-ORG	jimmi	Jimmy
Jimmy	B-ORG	jimmi	Jimmy
''	O	''	''
(	O	(	(
LP	O	lp	LP
)	O	)	)
–	O	–	–
3:54	O	3:54	3:54

``	O	``	``
Nothin	B-ORG	nɔtʰin	Nothin
'	I-ORG	'	'
on	I-ORG	ɔn	on
You	I-ORG	iɔu	You
''	O	''	''
—	O	—	—
B.o.B	B-PER	b.ɔ.b	B.o.B
hợp	O	hɤp	hợp
tác	O	tak	tác
với	O	vɤj	với
Bruno	B-PER	bzunɔ	Bruno
Mars	I-PER	mazs	Mars

Hai	O	haj	Hai
ngày	O	ŋăj	ngày
sau	O	săw	sau
,	O	,	,
tướng	O	tɯəŋ	tướng
Nguyễn	B-PER	ŋwiən	Nguyễn
Cao	I-PER	kaw	Cao
Kỳ	I-PER	ki	Kỳ
cũng	O	kuŋ	cũng
khẳng	O	xăŋ	khẳng
định	O	diɲ	định
Không	B-ORG	xoŋ	Không
lực	I-ORG	lɯk	lực
Việt	I-ORG	viət	Việt
Nam	I-ORG	nam	Nam
Cộng	I-ORG	koŋ	Cộng
hòa	I-ORG	hwa	hòa
đã	O	da	đã
sẵn	O	săn	sẵn
sàng	O	saŋ	sàng
.	O	.	.

Henry	B-PER	hɛnzi	Henry
–	O	–	–
trừ	O	cɯ	trừ
bài	O	baj	bài
số	O	so	số
6	O	6	6

Eudonia	B-LOC	ʔɛuzɔniə	Eudonia
munroei	I-LOC	munzweji	munroei
''	O	''	''
J.F.G	O	j.f.ɣ	J.F.G
.	O	.	.

Liên	B-ORG	liən	Liên
đoàn	I-ORG	dwan	đoàn
Quốc	I-ORG	kwok	Quốc
tế	I-ORG	te	tế
về	I-ORG	ve	về
Khoa	I-ORG	xwa	Khoa
học	I-ORG	hɔk	học
Vật	I-ORG	vɤ̆t	Vật
lý	I-ORG	li	lý
và	I-ORG	va	và
Kỹ	I-ORG	ki	Kỹ
thuật	I-ORG	tʰwɤ̆t	thuật
trong	I-ORG	cɔŋ	trong
Y	I-ORG	i	Y
học	I-ORG	hɔk	học

Thời	B-ORG	tʰɤj	Thời
kỳ	I-ORG	ki	kỳ
Khai	I-ORG	xaj	Khai
sáng	I-ORG	saŋ	sáng

Khánh	B-LOC	xɛɲ	Khánh
Hòa	I-LOC	hwa	Hòa
(	O	(	(
4.778	O	4.778	4.778
người	O	ŋɯəj	người
)	O	)	)
,	O	,	,

Rio	B-LOC	ziɔ	Rio
de	I-LOC	zɛ	de
Janeiro	I-LOC	janɛizɔ	Janeiro
,	O	,	,
Brasil	B-LOC	bzasil	Brasil

Ed	B-PER	ʔɛz	Ed
Sheeran	I-PER	shɛɛzan	Sheeran
—	O	—	—
``	O	``	``
Lego	B-ORG	lɛɣɔ	Lego
House	I-ORG	hɔusɛ	House
''	O	''	''

'	O	'	'
''	O	''	''
Robin	B-PER	zɔbin	Robin
Söderling	I-PER	sɔ̈zɛzliŋ	Söderling
''	O	''	''
'	O	'	'

Cao	B-PER	kaw	Cao
Ly	I-PER	li	Ly
Hiến	I-PER	hiən	Hiến
Tông	I-PER	toŋ	Tông

Trương	B-PER	cɯəŋ	Trương
Tử	I-PER	tɯ	Tử
Lâm	I-PER	lɤ̆m	Lâm

Key	B-ORG	kɛi	Key
Sounds	I-ORG	sɔunzs	Sounds
Label	I-ORG	labɛl	Label
(	O	(	(
KSLA-0073–0075	O	ksla-0073–0075	KSLA-0073–0075
)	O	)	)

'	O	'	'
''	O	''	''
Marat	B-PER	mazat	Marat
Safin	I-PER	safin	Safin
''	O	''	''
'	O	'	'

'	O	'	'
''	O	''	''
Dương	B-PER	zɯəŋ	Dương
Thanh	I-PER	tʰɛɲ	Thanh
Thuận	I-PER	tʰwɤ̆n	Thuận

Xã	B-LOC	sa	Xã
của	I-LOC	kwa	của
tỉnh	I-LOC	tiɲ	tỉnh
Ardennes	I-LOC	azzɛnnɛs	Ardennes

==	O	==	==
Belize	B-LOC	bɛlizɛ	Belize
(	O	(	(
1	O	1	1
)	O	)	)
==	O	==	==

Exile	B-ORG	ʔɛsilɛ	Exile
on	I-ORG	ɔn	on
Main	I-ORG	main	Main
St	I-ORG	st	St
.	I-ORG	.	.
''	O	''	''

đổi	O	doj	đổi
Alvin	B-PER	alvin	Alvin
E.	I-PER	ɛ.	E.
Roth	I-PER	zɔtʰ	Roth

Les	B-LOC	lɛs	Les
Églisottes-et-Chalaures	I-LOC	ɛɣlisɔttɛs-ɛt-calăwzɛs	Églisottes-et-Chalaures
(	O	(	(
33154	O	33154	33154
)	O	)	)

đổi	O	doj	đổi
Batôlômêô	B-PER	batolomeo	Batôlômêô
Tông	I-PER	toŋ	Tông
đồ	I-PER	do	đồ

Luxembourg	B-ORG	lusɛmbɔuzɣ	Luxembourg
(	I-ORG	(	(
thành	I-ORG	tʰɛɲ	thành
phố	I-ORG	fo	phố
)	I-ORG	)	)

'	O	'	'
''	O	''	''
Novak	B-PER	nɔvak	Novak
Djokovic	I-PER	zjɔkɔvic	Djokovic
''	O	''	''
'	O	'	'

Ả	B-LOC	ʔa	Ả
Rập	I-LOC	zɤ̆p	Rập
Saudi	I-LOC	săwzi	Saudi

đổi	O	doj	đổi
Maximilian	B-PER	masimiliən	Maximilian
II	I-PER	ii	II
của	I-PER	kwa	của
đế	I-PER	de	đế
quốc	I-PER	kwok	quốc
La	I-PER	la	La
Mã	I-PER	ma	Mã
Thần	I-PER	tʰɤ̆n	Thần
thánh	I-PER	tʰɛɲ	thánh

***	O	***	***
Liverpool	B-ORG	livɛzpɔl	Liverpool
F.C	I-ORG	f.k	F.C
.	I-ORG	.	.
-	O	-	-
101	O	101	101
bàn	O	ban	bàn
(	O	(	(
2013	O	2013	2013
-	O	-	-
2014	O	2014	2014
)	O	)	)
.	O	.	.

Lưu	B-PER	lɯw	Lưu
Thông	I-PER	tʰoŋ	Thông
(	O	(	(
劉聰	O	劉聰	劉聰
)	O	)	)

Bộ	B-ORG	bo	Bộ
Quốc	I-ORG	kwok	Quốc
phòng	I-ORG	fɔŋ	phòng
Hoa	I-ORG	hwa	Hoa
Kỳ	I-ORG	ki	Kỳ

đổi	O	doj	đổi
Manchester	B-ORG	mancɛstɛz	Manchester
City	I-ORG	kiti	City
F.C	I-ORG	f.k	F.C
.	I-ORG	.	.

'	O	'	'
''	O	''	''
Phi	B-PER	fi	Phi
Nhung	I-PER	ɲuŋ	Nhung
''	O	''	''
'	O	'	'

đổi	O	doj	đổi
Giác	B-PER	zak	Giác
Xương	I-PER	sɯəŋ	Xương
An	I-PER	an	An

Bộ	O	bo	Bộ
đôi	O	doj	đôi
hay	O	hăj	hay
nhất	O	ɲɤ̆t	nhất
trên	O	cen	trên
màn	O	man	màn
ảnh]]	O	ɛɲ]]	ảnh]]
(	O	(	(
với	O	vɤj	với
Mark	B-PER	mazk	Mark
Ruffalo	I-PER	zuffalɔ	Ruffalo
)	O	)	)

Ai	B-LOC	ʔaj	Ai
Cập	I-LOC	kɤ̆p	Cập
cổ	I-LOC	ko	cổ
đại	I-LOC	daj	đại

Quarter	B-PER	kwaztɛz	Quarter
kỷ	I-PER	ki	kỷ
niệm	I-PER	niəm	niệm
tiểu	I-PER	tiəw	tiểu
bang	I-PER	baŋ	bang

Xã	B-LOC	sa	Xã
của	I-LOC	kwa	của
tỉnh	I-LOC	tiɲ	tỉnh
Corse-du-Sud	I-LOC	kɔzsɛ-zu-suz	Corse-du-Sud

đổi	O	doj	đổi
Trung	B-ORG	cuŋ	Trung
tâm	I-ORG	tɤ̆m	tâm
Nghiên	I-ORG	ŋiən	Nghiên
cứu	I-ORG	kɯw	cứu
Chiến	I-ORG	ciən	Chiến
lược	I-ORG	lɯək	lược
và	I-ORG	va	và
Quốc	I-ORG	kwok	Quốc
tế	I-ORG	te	tế

Dendermonde	B-LOC	zɛnzɛzmɔnzɛ	Dendermonde
(	I-LOC	(	(
huyện	I-LOC	hwiən	huyện
)	I-LOC	)	)

Hệ	B-ORG	he	Hệ
thống	I-ORG	tʰoŋ	thống
trực	I-ORG	cɯk	trực
giao	I-ORG	zaw	giao

'	O	'	'
''	O	''	''
Thác	B-LOC	tʰak	Thác
Iguazu	I-LOC	iɣwazu	Iguazu
''	O	''	''
'	O	'	'
''	O	''	''

đổi	O	doj	đổi
Trường	B-ORG	cɯəŋ	Trường
Đại	I-ORG	daj	Đại
học	I-ORG	hɔk	học
Bách	I-ORG	bɛc	Bách
khoa	I-ORG	xwa	khoa
,	I-ORG	,	,
Đại	I-ORG	daj	Đại
học	I-ORG	hɔk	học
Quốc	I-ORG	kwok	Quốc
gia	I-ORG	za	gia
Thành	I-ORG	tʰɛɲ	Thành
phố	I-ORG	fo	phố
Hồ	I-ORG	ho	Hồ
Chí	I-ORG	ci	Chí
Minh	I-ORG	miɲ	Minh

Liệt	O	liət	Liệt
truyện	O	cwiən	truyện
103	O	103	103
-	O	-	-
Lưu	B-PER	lɯw	Lưu
Phần	I-PER	fɤ̆n	Phần

Lương	B-ORG	lɯəŋ	Lương
Triều	I-ORG	ciəw	Triều
Vĩ	I-ORG	vi	Vĩ
(	O	(	(
梁朝伟	O	梁朝伟	梁朝伟
)	O	)	)

Trương	B-PER	cɯəŋ	Trương
Quốc	I-PER	kwok	Quốc
Vinh	I-PER	viɲ	Vinh
,	O	,	,
Trương	B-PER	cɯəŋ	Trương
Mạn	I-PER	man	Mạn
Ngọc	I-PER	ŋɔk	Ngọc

đổi	O	doj	đổi
Xã	B-LOC	sa	Xã
Creek	I-LOC	kzɛɛc	Creek
,	I-LOC	,	,
Quận	I-LOC	kwɤ̆n	Quận
DeWitt	I-LOC	zɛwitt	DeWitt
,	I-LOC	,	,
Illinois	I-LOC	illinɔjs	Illinois

===	O	===	===
Saint	B-LOC	saint	Saint
Kitts	I-LOC	kitts	Kitts
và	I-LOC	va	và
Nevis	I-LOC	nɛvis	Nevis

Robert	B-PER	zɔbɛzt	Robert
II	I-PER	ii	II
của	I-PER	kwa	của
Pháp	I-PER	fap	Pháp

Yoo	B-PER	ʔiɔ	Yoo
Young-jin	I-PER	iɔuŋ-jin	Young-jin
