ホッケー	NOUN	hɑkki	hokkee
王子	NOUN	d͡ʒi	ouji
の	ADP	now	no
隠れ家	NOUN	kɑkʊɹ	kakure
的な	ADJ	tikinə	tekina
美容室	NOUN	bajaju	biyou
と	ADP	tə	to
思っ	VERB	owmɑtsu	omotsu
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
の	SCONJ	now	no
です	AUX	dɛsu	desu
が	SCONJ	ɡɑ	ga
、	PUNCT	,	,
思い切っ	VERB	owmojkɪtsu	omoikitsu
て	SCONJ	ti	te
口コミ	VERB	kət͡ʃɪkowmi	kuchikomi
し	AUX	ʃi	shi
ちゃい	AUX	t͡ʃaj	chai
ます	AUX	mɑsu	masu
。	PUNCT	.	.

クロヴィス	PROPN	kɹowvɪsu	kurovisu
2世	NOUN	2	2
と	ADP	tə	to
バルティルド	PROPN	bɹ̩ətɛɪɹudow	baruteirudo
の	ADP	now	no
子供	NOUN	kowdəmow	kodomo
。	PUNCT	.	.

チーム	NOUN	t͡ʃiɪmu	chiimu
名	NOUN	maj	mei
は	ADP	hɑ	ha
アマチュア	NOUN	æmæt͡ʃwə	amachua
時代	NOUN	d͡ʒɪdaj	jidai
の	ADP	now	no
「	PUNCT	(	(
ロッテ	PROPN	ɹɑt	rotte
・	SYM	・	・
ジャイアンツ	NOUN	d͡ʒajəntsu	jaiantsu
」	PUNCT	)	)
の	ADP	now	no
名	NOUN	maj	mei
を	ADP	wow	wo
その	DET	sənow	sono
まま	NOUN	mɑmə	mama
維持	VERB	ajd͡ʒi	iji
し	AUX	ʃi	shi
て	SCONJ	ti	te
、	PUNCT	,	,
重光	PROPN	ʃajɡɛmɪtsu	shigemitsu
オーナー	NOUN	unɑ	oonaa
の	ADP	now	no
故郷	NOUN	kowkju	kokyou
である	AUX	dɹ̩u	dearu
釜山	PROPN	fuzɑn	fuzan
・	SYM	・	・
慶尚南道	PROPN	kɪʃu	keishou
地域	NOUN	t͡ʃiiki	chiiki
を	ADP	wow	wo
フランチャイズ	NOUN	fɹ̩ænt͡ʃzu	furanchaizu
保護地域	NOUN	howɡow	hogo
と	ADP	tə	to
し	VERB	ʃi	shi
て	SCONJ	ti	te
、	PUNCT	,	,
釜山	PROPN	fuzɑn	fuzan
を	ADP	wow	wo
本拠地	NOUN	hɔŋkjowt͡ʃi	honkyochi
と	ADP	tə	to
する	VERB	sjɹ̩ɹ̩u	suru
プロ	NOUN	pʊɹow	puro
球団	NOUN	kjʌudən	kyuudan
と	ADP	tə	to
し	VERB	ʃi	shi
て	SCONJ	ti	te
転向	VERB	tɛŋku	tenkou
し	AUX	ʃi	shi
た	AUX	tɑ	ta
。	PUNCT	.	.

カット	NOUN	kætow	katto
は	ADP	hɑ	ha
24	NUM	24	24
時	NOUN	towki	toki
まで	ADP	mejd	made
受け付け	VERB	jukɛtsuk	uketsuke
て	SCONJ	ti	te
くる	AUX	kjɹ̩ɹ̩u	kuru
ので	SCONJ	nowd	node
仕事	NOUN	ʃɪɡowtow	shigoto
帰り	NOUN	kɛɹi	kaeri
で	ADP	di	de
遅く	ADJ	ɑsowku	osoku
なっ	AUX	nætsu	natsu
て	SCONJ	ti	te
も	ADP	mow	mo
い	AUX	aj	i
け	AUX	ki	ke
ます	AUX	mɑsu	masu
ね	PART	ni	ne
。	PUNCT	.	.

なお	CCONJ	naw	nao
、	PUNCT	,	,
唯一	NOUN	juɪtsu	yuiitsu
の	ADP	now	no
趣味	NOUN	ʃumi	shumi
は	ADP	hɑ	ha
料理	NOUN	ɹjɹi	ryouri
であり	AUX	dɹ̩i	deari
、	PUNCT	,	,
その	DET	sənow	sono
腕	NOUN	ud	ude
は	ADP	hɑ	ha
ネリン	PROPN	nɛɹɪn	nerin
より	ADP	jɔɹi	yori
も	ADP	mow	mo
上手い	ADJ	jumaj	umai
。	PUNCT	.	.

日向	NOUN	hjʌuɡə	hyuuga
国	NOUN	kʌni	kuni
高鍋	PROPN	tɑkənɑb	takanabe
藩	NOUN	hɑn	han
の	ADP	now	no
第	PART	daj	dai
7	NUM	7	7
代	NOUN	daj	dai
藩主	NOUN	hænʃu	hanshu
。	PUNCT	.	.

短い	ADJ	mɪd͡ʒəkaj	mijikai
履帯	NOUN	ɹɪtaj	ritai
長	NOUN	t͡ʃu	chou
に対して	ADP	ni	ni
長い	ADJ	nɑɡɑi	nagai
車体	NOUN	ʃætɑi	shatai
は	ADP	hɑ	ha
超塹性能	NOUN	t͡ʃu	chou
が	ADP	ɡɑ	ga
また	ADV	mɑtə	mata
先端	NOUN	sɛntən	sentan
部	NOUN	bu	bu
へ	ADP	hi	he
75	NUM	75	75
mm	PROPN	m	mm
砲	NOUN	hu	hou
を	ADP	wow	wo
収納	VERB	ʃʌənu	shuunou
する	AUX	sjɹ̩ɹ̩u	suru
ため	SCONJ	tejm	tame
に	ADP	ni	ni
オーバーハング	NOUN	ubəhæŋɡʌ	oobaahangu
が	ADP	ɡɑ	ga
長い	ADJ	nɑɡɑi	nagai
ため	SCONJ	tejm	tame
に	ADP	ni	ni
ほんの	ADJ	hɑnow	honno
少し	ADV	sukowʃi	sukoshi
の	ADP	now	no
段差	NOUN	dænsə	dansa
を	ADP	wow	wo
乗り越え	VERB	nɔɹɪkow	norikoe
た	AUX	tɑ	ta
だけ	ADP	dejk	dake
で	ADP	di	de
車体	NOUN	ʃætɑi	shatai
が	ADP	ɡɑ	ga
つかえる	VERB	tsukɹu	tsukaeru
こと	SCONJ	kowtow	koto
が	ADP	ɡɑ	ga
多く	ADJ	ʊku	ooku
、	PUNCT	,	,
不整地	NOUN	fjuzajʃi	fuseichi
走破	NOUN	suhə	souha
性	NOUN	sej	sei
は	ADP	hɑ	ha
劣悪	ADJ	ɹɪtswɑku	retsuaku
で	AUX	di	de
あっ	AUX	ɑtsu	atsu
た	AUX	tɑ	ta
。	PUNCT	.	.

やっぱり	ADV	jæpɑɹi	yappari
せっかく	ADV	sɛkɑku	sekkaku
来	VERB	ɹɑi	rai
た	AUX	tɑ	ta
の	SCONJ	now	no
です	AUX	dɛsu	desu
から	SCONJ	kɛɹə	kara
、	PUNCT	,	,
何	NUM	nɑni	nani
泊	NOUN	hɑku	haku
か	PART	kɑ	ka
し	VERB	ʃi	shi
たいです	AUX	tdɛsu	taidesu
し	SCONJ	ʃi	shi
。	PUNCT	.	.

レイ	NOUN	ɹejaj	rei
を	ADP	wow	wo
救う	VERB	sukʌu	sukuu
為	NOUN	tejm	tame
、	PUNCT	,	,
自身	NOUN	d͡ʒɪʃɪn	jishin
を	ADP	wow	wo
蘇ら	VERB	jowmɪd͡ʒɛɹə	yomigaera
せる	AUX	sɛɹ̩u	seru
事	NOUN	kowtow	koto
を	ADP	wow	wo
黒姫	PROPN	kɹowhajm	kurohime
に	ADP	ni	ni
志願	VERB	ʃɪɡən	shigan
し	AUX	ʃi	shi
、	PUNCT	,	,
復活	VERB	fʌkɑtsu	fukkatsu
。	PUNCT	.	.

後輪	NOUN	kɹæn	kourin
駆動	NOUN	kjudu	kudou
へ	ADP	hi	he
の	ADP	now	no
変更	NOUN	hɛŋku	henkou
と	ADP	tə	to
、	PUNCT	,	,
ワイド	NOUN	wdow	waido
トレッド	PROPN	tɔɹɛdow	toreddo
と	ADP	tə	to
なっ	VERB	nætsu	natsu
た	AUX	tɑ	ta
足	NOUN	æʃi	ashi
回り	NOUN	mɑwɛɹi	mawari
は	ADP	hɑ	ha
大型	NOUN	uɡɑtə	oogata
の	ADP	now	no
ブリ	NOUN	bʊɹi	buri
スター	NOUN	sutɑ	sutaa
フェンダー	NOUN	fɛndɑ	fendaa
に	ADP	ni	ni
包ま	VERB	tsʌtsumə	tsutsuma
れ	AUX	ɹej	re
、	PUNCT	,	,
多く	NOUN	ʊku	ooku
の	ADP	now	no
エアインテーク	PROPN	intiku	eainteeku
や	ADP	jɑ	ya
イタリア	PROPN	ɪtɛɹiə	itaria
尽	NOUN	d͡ʒɪn	jin
くめ	VERB	kjum	kume
の	ADP	now	no
装備	NOUN	sbi	soubi
品	NOUN	hɪn	hin
とも	NOUN	towmow	tomo
相まっ	VERB	su	sou
て	SCONJ	ti	te
、	PUNCT	,	,
ラテン	PROPN	ɹætən	raten
の	ADP	now	no
香り	NOUN	kɔɹi	kaori
が	ADP	ɡɑ	ga
強く	ADJ	tsʌjowku	tsuyoku
漂う	VERB	tɑdɑju	tadayou
モデル	NOUN	mɑdɹu	moderu
であっ	AUX	ditsu	deatsu
た	AUX	tɑ	ta
。	PUNCT	.	.

犯人	NOUN	hænɪn	hannin
は	ADP	hɑ	ha
検挙	VERB	kɛŋkjow	kenkyo
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
て	SCONJ	ti	te
おら	AUX	ɔɹə	ora
ず	AUX	zu	zu
、	PUNCT	,	,
2012	NUM	2012	2012
年	NOUN	nɛn	nen
8月	NOUN	8	8
現在	NOUN	d͡ʒɛnzaj	genzai
未解決	ADJ	mɪkejkɛtsu	mikaiketsu
。	PUNCT	.	.

山陽新幹線	PROPN	sænjəʃɪŋkənsən	sanyoushinkansen
厚狭駅	PROPN	ɑsə	asa
-	SYM	-	-
新下関駅	PROPN	ʃɪnʃɪmownowzɛki	shinshimonoseki
-	SYM	-	-
小倉駅	PROPN	kowkɹ̩ɛki	kokuraeki
山陽本線	PROPN	sænjhɑnsən	sanyouhonsen
長府	PROPN	t͡ʃowfu	choufu
駅	NOUN	ɛki	eki
-	SYM	-	-
新下関駅	PROPN	ʃɪnʃɪmownowzɛki	shinshimonoseki
-	SYM	-	-
幡生	PROPN	hɑtə	hata
駅	NOUN	ɛki	eki
*	SYM	*	*
当	NOUN	tu	tou
駅	NOUN	ɛki	eki
を	ADP	wow	wo
始発	NOUN	ʃəhɑtsu	shihatsu
と	ADP	tə	to
する	VERB	sjɹ̩ɹ̩u	suru
「	PUNCT	(	(
みすゞ潮彩	PROPN	mɪsuゞ	misuゞ
」	PUNCT	)	)
は	ADP	hɑ	ha
、	PUNCT	,	,
当	NOUN	tu	tou
駅	NOUN	ɛki	eki
-	SYM	-	-
下関駅	PROPN	ʃɪmownowzɛkiki	shimonosekieki
間	NOUN	kæn	kan
で	ADP	di	de
は	ADP	hɑ	ha
幡生	PROPN	hɑtə	hata
駅	NOUN	ɛki	eki
に	ADP	ni	ni
停車	VERB	tajʃə	teisha
し	AUX	ʃi	shi
ない	AUX	naj	nai
。	PUNCT	.	.

石川県	PROPN	ɪʃikəwejkən	ishikawaken
出身	NOUN	ʃʌʃɪn	shusshin
。	PUNCT	.	.

店員	NOUN	tɛnɪn	ten'in
さん	NOUN	sæn	san
の	ADP	now	no
接客	NOUN	sɛkjɑku	sekkyaku
も	ADP	mow	mo
とても	ADV	towtejmow	totemo
良かっ	ADJ	jowkə	yoka
た	AUX	tɑ	ta
です	AUX	dɛsu	desu
。	PUNCT	.	.

徒歩	NOUN	towhow	toho
15	NUM	15	15
分	NOUN	fʌn	fun
で	ADP	di	de
港	PROPN	mənɑtow	minato
まで	ADP	mejd	made
いける	VERB	ajkɛɹu	ikeru
ので	SCONJ	nowd	node
アクセス	NOUN	ækjuzɛsu	akusesu
に	ADP	ni	ni
便利	ADJ	bɪnɹi	benri
でし	AUX	dɛʃi	deshi
た	AUX	tɑ	ta
。	PUNCT	.	.

これ	PRON	kɔɹ	kore
に対して	ADP	ni	ni
、	PUNCT	,	,
民間	NOUN	mɪŋkən	minkan
の	ADP	now	no
金融機関	NOUN	kɪnjʌukəkæn	kinyuukikan
から	ADP	kɛɹə	kara
は	ADP	hɑ	ha
、	PUNCT	,	,
金融サービス	NOUN	kɪnjəu	kinyuu
の	ADP	now	no
拡充	NOUN	kɑkəd͡ʒəu	kakujuu
は	ADP	hɑ	ha
本来	NOUN	hɑnɹi	honrai
の	ADP	now	no
郵便貯金	NOUN	jəbɪnt͡ʃhəkɪn	yuubinchokin
業務	NOUN	ɡjmu	gyoumu
の	ADP	now	no
枠	NOUN	wæku	waku
を	ADP	wow	wo
超え	VERB	kow	koe
た	AUX	tɑ	ta
もの	NOUN	mownow	mono
である	AUX	dɹ̩u	dearu
こと	NOUN	kowtow	koto
、	PUNCT	,	,
ドイツテレコム	PROPN	dojtsutɹɛkəmu	doitsuterekomu
から	ADP	kɛɹə	kara
の	ADP	now	no
赤字	NOUN	ækɑd͡ʒi	akaji
補てん	NOUN	owɡənejt	oginate
は	ADP	hɑ	ha
、	PUNCT	,	,
民間	NOUN	mɪŋkən	minkan
と	ADP	tə	to
の	ADP	now	no
公正	ADJ	kawsej	kousei
な	AUX	nɑ	na
競争	NOUN	kjawsu	kyousou
を	ADP	wow	wo
阻害	VERB	sowɡaj	sogai
し	AUX	ʃi	shi
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
こと	SCONJ	kowtow	koto
など	ADP	nejdow	nado
が	ADP	ɡɑ	ga
批判	VERB	hihən	hihan
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
。	PUNCT	.	.

研究	NOUN	kɛŋkjəu	kenkyuu
に	ADP	ni	ni
携わっ	VERB	tæzusɑwə	tazusawa
た	AUX	tɑ	ta
山下	PROPN	jɑmɑʃitə	yamashita
孝之	PROPN	tɑkjuki	takayuki
教授	NOUN	kjd͡ʒu	kyouju
は	ADP	hɑ	ha
「	PUNCT	(	(
これ	PRON	kɔɹ	kore
まで	ADP	mejd	made
の	ADP	now	no
がん	NOUN	ɡæn	gan
